Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target,Is_Mature_Student,First_Generation_Student,Financial_Risk_Flag,Pass_Rate_1st_Sem,Pass_Rate_2nd_Sem,Evaluation_Load_Ratio_1st_Sem,Evaluation_Load_Ratio_2nd_Sem
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Professional/Managerial,-0.9860331809636889,No,No,Yes,Male,No,-0.562167955812708,No,0,6,7,6,14.857142857142858,0,0,6,8,6,14.142857142857142,0,Graduate,0,1,0,1.0,1.0,1.1666666666666667,1.3333333333333333
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.1064556582811578,No,No,Yes,Male,No,1.8103244209575264,No,3,9,13,8,12.0,0,2,7,8,7,11.571428571428571,0,Graduate,1,1,0,0.8888888888888888,1.0,1.4444444444444444,1.1428571428571428
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,2.6834847027898725,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.9420700132271194,Yes,Yes,No,Male,Yes,-0.6939730878554988,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate,0,1,1,0.0,0.0,0.0,0.0
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.04294647925902397,No,No,Yes,Male,No,0.7558833646152,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Enrolled,1,1,0,0.0,0.0,1.0,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Professional/Managerial,1.3550681936369808,No,No,Yes,Male,No,1.8103244209575264,No,0,7,8,7,12.828571428571427,0,0,8,8,8,12.6875,0,Graduate,1,1,0,1.0,1.0,1.1428571428571428,1.0
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.33265633805298966,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.9683375830834781,No,No,Yes,Male,No,1.6785192889147356,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Dropout,1,1,0,0.0,0.0,0.0,0.0
Single,General Contingent,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.7290080847314089,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.4404667839328548,Yes,No,Yes,Male,No,-0.562167955812708,No,0,6,6,6,13.333333333333334,0,0,6,8,5,14.0,0,Graduate,0,1,0,1.0,0.8333333333333334,1.0,1.3333333333333333
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,1.3184875877813598,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Professional/Managerial,-1.1724925824805565,Yes,No,Yes,Male,Yes,1.2831038927863632,No,6,14,20,14,13.072857142857144,6,6,14,20,14,13.072857142857144,6,Graduate,1,1,0,1.0,1.0,1.4285714285714286,1.4285714285714286
Single,Special/Non-Traditional,-0.5540677512436588,STEM,Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-1.2691752351189327,No,No,No,Male,No,1.414909024829154,No,2,7,13,5,12.0,0,2,7,7,3,11.0,0,Dropout,1,1,1,0.7142857142857143,0.42857142857142855,1.8571428571428572,1.0
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.9393217225012175,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,0.5470774537305555,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,6,6,15.5,0,0,6,6,6,16.0,0,Graduate,0,0,0,1.0,1.0,1.0,1.0
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,-0.9565076038994943,Higher Education,Basic/Secondary,Professional/Managerial,Clerical/Service,-0.48190220649215837,Yes,No,Yes,Female,No,-0.4303628237699172,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Dropout,0,0,0,0.0,0.0,1.0,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.7118222033331321,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.9890552943631308,No,No,Yes,Female,Yes,-0.562167955812708,No,0,6,7,6,14.714285714285714,0,0,6,6,6,15.166666666666666,0,Graduate,0,1,0,1.0,1.0,1.1666666666666667,1.0
Single,General Contingent,0.9684140695650034,Health Sciences,Daytime,Basic/Secondary,1.0909880686132745,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Professional/Managerial,0.5954187800497426,Yes,No,Yes,Female,No,-0.4303628237699172,No,0,6,7,6,16.714285714285715,0,0,6,6,6,15.333333333333334,0,Graduate,0,1,0,1.0,1.0,1.1666666666666667,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.577341738619352,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.3783136500938986,Yes,No,Yes,Female,Yes,-0.562167955812708,No,0,6,9,6,10.857142857142858,0,0,6,7,6,11.666666666666666,0,Graduate,0,1,0,1.0,1.0,1.5,1.1666666666666667
Single,General Contingent,1.7296549799693344,Health Sciences,Daytime,Basic/Secondary,-0.5015085655633235,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.1366070184979592,Yes,No,Yes,Female,No,-0.562167955812708,No,0,7,8,6,11.658333333333331,0,0,8,11,6,12.416666666666666,0,Graduate,0,1,0,0.8571428571428571,0.75,1.1428571428571428,1.375
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,-0.04650952722715268,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.5440553403311146,Yes,No,Yes,Female,Yes,-0.16675255968433558,Yes,0,6,8,5,11.6,0,0,6,7,6,12.0,0,Graduate,0,1,0,0.8333333333333334,1.0,1.3333333333333333,1.1666666666666667
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.8048412577874374,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.026112558339815857,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,8,6,14.625,0,0,6,9,6,14.142857142857142,0,Enrolled,0,1,0,1.0,1.0,1.3333333333333333,1.5
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.7290080847314089,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.7097970305683295,No,No,Yes,Female,Yes,-0.6939730878554988,No,0,6,6,6,12.166666666666666,0,0,6,8,6,12.666666666666666,0,Graduate,0,1,0,1.0,1.0,1.0,1.3333333333333333
Single,General Contingent,0.9684140695650034,Health Sciences,Daytime,Basic/Secondary,-0.5015085655633235,Basic/Secondary,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,-0.4749963027322748,Yes,No,Yes,Female,No,-0.562167955812708,No,0,7,12,4,13.375,0,0,7,8,6,12.116666666666667,0,Enrolled,0,1,0,0.5714285714285714,0.8571428571428571,1.7142857142857142,1.1428571428571428
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.3498422194512666,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.1435129222578428,No,No,Yes,Female,Yes,-0.562167955812708,No,0,6,6,6,12.5,0,0,6,6,6,12.833333333333334,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-2.473171065020064,Basic/Secondary,Basic/Secondary,Professional/Managerial,Unknown/Not Reported,-0.8962564320851973,Yes,Yes,No,Female,No,1.0194936287007816,No,0,7,8,5,12.56,0,0,7,8,5,12.56,0,Dropout,1,1,1,0.7142857142857143,0.7142857142857143,1.1428571428571428,1.1428571428571428
Single,General Contingent,2.4908958903736655,Health Sciences,Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Clerical/Service,Professional/Managerial,0.28465311085496336,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,7,7,7,13.19,0,0,8,8,8,14.23125,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.9393217225012175,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.16034684317705286,No,Yes,Yes,Female,Yes,-0.562167955812708,No,0,6,11,3,11.0,0,0,6,9,4,11.25,0,Graduate,0,1,1,0.5,0.6666666666666666,1.8333333333333333,1.5
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.7876553763891605,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,0.18797045821658723,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate,0,0,0,0.0,0.0,0.0,0.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.04650952722715268,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,-0.4266549764130867,No,No,Yes,Female,Yes,-0.562167955812708,No,0,6,11,5,11.6,0,0,6,10,6,11.714285714285714,0,Graduate,0,1,0,0.8333333333333334,1.0,1.8333333333333333,1.6666666666666667
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.5539833574904391,No,No,Yes,Female,No,-0.562167955812708,No,0,7,7,6,14.266666666666666,0,0,7,7,6,14.266666666666666,0,Graduate,0,1,0,0.8571428571428571,0.8571428571428571,1.0,1.0
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.2740090463952381,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.6338320892096062,No,No,Yes,Female,Yes,-0.562167955812708,No,0,5,6,4,11.0,0,0,5,9,4,13.857142857142858,0,Enrolled,0,1,0,0.8,0.8,1.2,1.8
Not Single,Other Special,-0.5540677512436588,Social & Humanities,Evening,Higher Education,-0.6228416424529686,Basic/Secondary,Basic/Secondary,Student,Student,0.20868816949623997,No,No,Yes,Female,No,0.8876884966579909,No,8,10,11,9,12.666666666666666,0,3,7,7,7,12.428571428571429,1,Graduate,1,1,0,0.9,1.0,1.1,1.0
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.425675392507295,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.6476438967293743,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,6,0,0.0,0,0,6,10,3,11.0,0,Enrolled,0,1,0,0.0,0.5,1.0,1.6666666666666667
Single,General Contingent,3.2521368007779965,Health Sciences,Daytime,Basic/Secondary,0.8634885494451889,Basic/Secondary,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,0.2639353995753126,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,8,11,7,12.771428571428572,0,0,8,11,7,12.771428571428572,0,Graduate,0,1,0,0.875,0.875,1.375,1.375
Single,General Contingent,2.4908958903736655,Health Sciences,Daytime,Basic/Secondary,-0.8806744308434659,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,-1.0412804110427605,Yes,No,Yes,Female,No,-0.2985576917271264,No,0,5,12,0,0.0,3,0,5,5,0,0.0,0,Dropout,0,0,0,0.0,0.0,2.4,1.0
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,1.3184875877813598,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,1.3067268673177936,No,No,Yes,Female,Yes,-0.562167955812708,No,3,6,6,6,15.5,0,2,6,7,6,13.571428571428571,0,Graduate,0,1,0,1.0,1.0,1.0,1.1666666666666667
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-1.3356734691796368,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-1.2346457163195128,Yes,No,Yes,Female,Yes,-0.562167955812708,No,0,6,7,6,13.285714285714286,0,0,6,9,5,14.6,0,Enrolled,0,1,0,1.0,0.8333333333333334,1.1666666666666667,1.5
Single,General Contingent,2.4908958903736655,Health Sciences,Daytime,Basic/Secondary,-0.577341738619352,Higher Education,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.4611844952125066,Yes,No,Yes,Female,No,-0.562167955812708,No,0,7,11,5,11.716666666666669,0,0,7,8,5,13.7,0,Enrolled,0,0,0,0.7142857142857143,0.7142857142857143,1.5714285714285714,1.1428571428571428
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-1.1840071230675797,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.9307859508846172,Yes,No,Yes,Female,No,-0.562167955812708,No,0,6,8,6,11.333333333333334,0,0,6,12,4,13.75,0,Dropout,0,1,0,1.0,0.6666666666666666,1.3333333333333333,2.0
Single,General Contingent,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.8806744308434659,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.5816069725299754,Yes,No,Yes,Female,Yes,-0.562167955812708,No,0,6,6,6,13.333333333333334,0,0,6,10,5,13.4,0,Graduate,0,1,0,1.0,0.8333333333333334,1.0,1.6666666666666667
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.22249997701600713,No,No,Yes,Female,Yes,2.073934685043108,No,0,5,13,4,12.333333333333334,0,0,5,14,2,10.0,4,Graduate,1,1,0,0.8,0.4,2.6,2.8
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,-0.2740090463952381,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,0.6506660101288153,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,6,6,12.333333333333334,0,0,6,6,6,12.833333333333334,0,Enrolled,0,0,0,1.0,1.0,1.0,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.19817587333920963,Higher Education,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.005394847060163122,Yes,No,Yes,Female,No,-0.4303628237699172,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout,0,0,0,0.0,0.0,0.0,0.0
Single,General Contingent,2.4908958903736655,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.12234270028318116,Basic/Secondary,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,-0.4957140140119265,Yes,No,Yes,Female,No,-0.562167955812708,No,0,5,8,5,12.6,0,0,5,9,4,11.6,0,Graduate,0,1,0,1.0,0.8,1.6,1.8
Single,General Contingent,0.9684140695650034,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.33265633805298966,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.1780424410572627,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,5,5,5,12.6,0,0,5,5,4,11.0,0,Enrolled,0,1,0,1.0,0.8,1.0,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,1.3184875877813598,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,-0.48190220649215837,No,Yes,No,Female,No,1.414909024829154,No,1,6,10,6,14.333333333333334,0,0,6,9,6,12.833333333333334,0,Enrolled,1,0,1,1.0,1.0,1.6666666666666667,1.5
Single,General Contingent,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,-1.1840071230675797,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.0481863148026451,No,No,Yes,Female,No,-0.16675255968433558,No,0,5,8,3,12.0,0,0,5,9,2,11.0,1,Enrolled,0,1,0,0.6,0.4,1.6,1.8
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.20868816949623997,Yes,No,Yes,Female,No,0.09685770440124603,No,0,6,7,6,14.857142857142858,0,0,6,10,5,13.6,0,Graduate,1,1,0,1.0,0.8333333333333334,1.1666666666666667,1.6666666666666667
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.7611604702869585,No,No,Yes,Female,No,1.414909024829154,No,12,15,17,12,11.916666666666666,0,11,13,13,11,13.181818181818182,0,Graduate,1,1,0,0.8,0.8461538461538461,1.1333333333333333,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,-1.714839334459779,Basic/Secondary,Basic/Secondary,Student,Student,-0.8548210095258938,Yes,No,Yes,Female,No,2.9965706093426436,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout,1,1,0,0.0,0.0,1.0,1.0
Not Single,Special/Non-Traditional,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.3106106576782364,No,No,Yes,Female,No,3.5237911375138067,No,0,5,12,3,13.333333333333334,1,0,5,8,5,12.2,0,Enrolled,1,1,0,0.6,1.0,2.4,1.6
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,0.8992785454846383,No,No,No,Female,No,1.8103244209575264,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout,1,1,1,0.0,0.0,1.0,1.0
Single,General Contingent,0.2071731591606723,Health Sciences,Daytime,Basic/Secondary,1.166821241669303,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.5332656462107864,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,6,6,17.0,0,0,6,6,6,15.5,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.1724925824805565,No,No,Yes,Female,Yes,0.22866283644403682,No,0,6,13,3,11.666666666666666,0,0,6,14,2,11.333333333333334,0,Enrolled,1,1,0,0.5,0.3333333333333333,2.1666666666666665,2.3333333333333335
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.531599577994524,No,No,Yes,Female,No,2.9965706093426436,No,14,19,24,19,12.210526315789474,0,11,13,13,13,11.384615384615383,0,Graduate,1,1,0,1.0,1.0,1.263157894736842,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,2.0768193183416446,Higher Education,Basic/Secondary,Professional/Managerial,Clerical/Service,-0.03301846209969945,No,No,Yes,Female,Yes,0.8876884966579909,No,1,6,8,6,13.0,1,0,6,9,5,12.857142857142858,0,Graduate,1,0,0,1.0,0.8333333333333334,1.3333333333333333,1.5
Not Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.6131143779299544,No,Yes,No,Female,No,1.8103244209575264,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout,1,1,1,0.0,0.0,0.0,0.0
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.48880811025204196,No,No,Yes,Female,No,3.5237911375138067,No,0,5,9,2,10.5,0,0,5,7,3,11.0,0,Enrolled,1,1,0,0.4,0.6,1.8,1.4
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,2.0768193183416446,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,2.280459297461435,Yes,No,Yes,Female,No,-0.4303628237699172,No,0,6,7,6,13.571428571428571,0,0,6,9,6,12.714285714285714,0,Graduate,0,1,0,1.0,1.0,1.1666666666666667,1.5
Not Single,Special/Non-Traditional,0.2071731591606723,Health Sciences,Daytime,Vocational/Technical,0.03690696313447821,Basic/Secondary,Basic/Secondary,Unknown/Not Reported,Unknown/Not Reported,-1.828553439669535,No,No,Yes,Female,No,2.073934685043108,No,0,3,7,1,14.0,0,0,2,4,0,0.0,0,Dropout,1,1,0,0.3333333333333333,0.0,2.3333333333333335,2.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.1724925824805565,No,No,No,Female,No,3.9192065336421793,No,0,5,5,0,0.0,0,0,4,5,0,0.0,0,Dropout,1,1,1,0.0,0.0,1.0,1.25
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-2.473171065020064,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.863082958468955,Yes,No,Yes,Female,No,4.05101166568497,No,13,15,20,13,12.461538461538462,1,10,13,13,10,11.1,1,Dropout,1,1,0,0.8666666666666667,0.7692307692307693,1.3333333333333333,1.0
Single,Other Special,-0.5540677512436588,Health Sciences,Daytime,Vocational/Technical,0.5601558572210751,Higher Education,Higher Education,Clerical/Service,Professional/Managerial,0.8992785454846383,Yes,No,Yes,Female,No,-0.562167955812708,No,0,6,8,4,14.4,0,0,6,6,5,13.0,0,Graduate,0,0,0,0.6666666666666666,0.8333333333333334,1.3333333333333333,1.0
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,-1.7906725075158074,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-1.2415516200793966,Yes,No,No,Female,No,-0.4303628237699172,No,0,6,6,0,0.0,0,0,6,0,0,0.0,0,Dropout,0,1,1,0.0,0.0,1.0,0.0
Single,General Contingent,0.9684140695650034,Social & Humanities,Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.4197490726532021,Yes,Yes,Yes,Female,No,-0.6939730878554988,No,0,6,6,6,14.333333333333334,0,0,6,6,6,14.166666666666666,0,Graduate,0,1,1,1.0,1.0,1.0,1.0
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.08135978841888752,No,Yes,Yes,Female,No,-0.2985576917271264,No,7,13,21,11,11.909090909090908,0,5,11,14,11,10.727272727272728,0,Graduate,0,1,1,0.8461538461538461,1.0,1.6153846153846154,1.2727272727272727
Single,General Contingent,0.9684140695650034,Social & Humanities,Daytime,Basic/Secondary,2.3801520105657583,Basic/Secondary,Basic/Secondary,Clerical/Service,Professional/Managerial,2.363330142580042,Yes,No,Yes,Female,No,-0.6939730878554988,No,1,6,8,6,13.714285714285714,1,0,6,8,6,14.375,0,Graduate,0,1,0,1.0,1.0,1.3333333333333333,1.3333333333333333
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.577341738619352,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.34378413129447866,Yes,Yes,Yes,Female,No,-0.562167955812708,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Dropout,0,1,1,0.0,0.0,0.0,0.0
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.33265633805298966,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.06366419053867671,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,7,10,5,13.46,0,0,7,8,7,12.2375,0,Dropout,0,1,0,0.7142857142857143,1.0,1.4285714285714286,1.1428571428571428
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.02932364582887579,Basic/Secondary,Higher Education,Professional/Managerial,Professional/Managerial,0.6092305875695118,Yes,No,Yes,Female,No,-0.562167955812708,No,0,6,6,6,15.0,0,0,6,6,6,13.333333333333334,0,Graduate,0,0,0,1.0,1.0,1.0,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,2.30431883750973,Basic/Secondary,Basic/Secondary,Clerical/Service,Professional/Managerial,1.5691512101933838,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout,0,1,0,0.0,0.0,0.0,0.0
Single,General Contingent,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,2.0768193183416446,Higher Education,Basic/Secondary,Clerical/Service,Clerical/Service,0.7128191439677715,Yes,No,Yes,Female,No,-0.562167955812708,No,0,6,7,5,13.4,0,0,6,6,5,12.8,0,Graduate,0,0,0,0.8333333333333334,0.8333333333333334,1.1666666666666667,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Vocational/Technical,0.03690696313447821,Basic/Secondary,Basic/Secondary,Student,Student,-1.448728732875916,Yes,No,Yes,Female,No,3.2601808734282254,No,0,6,9,5,13.0,0,0,6,10,4,12.5,0,Enrolled,1,1,0,0.8333333333333334,0.6666666666666666,1.5,1.6666666666666667
